,Unnamed: 0,ResponseId,ConvertedCompYearly,C++,HTML/CSS,JavaScript,Objective-C,PHP,Swift,Python,Assembly,C,R,Rust,TypeScript,Bash/Shell,SQL,C#,Java,Node.js,PowerShell,Ruby,Perl,Matlab,Kotlin,Julia,Haskell,Delphi,Go,Scala,Dart,VBA,Groovy,Clojure,APL,LISP,F#,Elixir,Erlang,Crystal,COBOL,PostgreSQL,SQLite,Elasticsearch,Redis,MySQL,Microsoft SQL Server,Oracle,MongoDB,MariaDB,DynamoDB,Couchbase,Firebase,Cassandra,IBM DB2,Laravel,Symfony,Angular,Flask,Vue.js,jQuery,Express,React.js,Angular.js,Ruby on Rails,Django,FastAPI,ASP.NET Core ,Spring,Svelte,ASP.NET,Gatsby,Drupal,Heroku,Microsoft Azure,AWS,Google Cloud Platform,DigitalOcean,Oracle Cloud Infrastructure,IBM Cloud or Watson
Assembly,-0.018499438581213445,-0.01849943858121344,0.01810897185158247,0.26003726816641826,0.00875372292317996,-0.021257627660585133,0.04038977608731895,0.011590085247627151,0.004848148010856276,0.08868443599816843,1.0,0.3732964375141238,0.04129569974043803,0.14155046386567027,-0.037753757932404375,0.12060340015118547,-0.018707587765817785,0.014372918378216509,0.05320745960517601,0.0021871916692348097,0.030427837317107166,-0.0022293520045205996,0.11558585923957766,0.08599276880947036,0.018857995703965708,0.0278164608017639,0.09172506476044572,0.03867536126702152,0.04709005605325717,0.01514592169229161,0.013185225671794117,0.048458768842890555,0.013557297504525175,-0.01520855513957011,0.018788272183913952,0.09120186935400307,0.029201043536703244,0.013688448062546146,0.05606049539063597,0.018002283354984137,0.10305956959222766,-0.012167839575753469,0.08698966264011165,-0.013631789151168016,-0.019137904821063572,0.03315649868021828,-0.04105134784698997,0.0280446152779173,0.021238432158957602,0.054017389005524316,-0.008563200674902802,0.02289573252716373,-0.0006552136198876273,0.010984832003674345,0.007862194318937324,0.01392790043452336,0.026542356441712368,-0.02184722124976671,0.0473828611217386,0.0044321086323652606,0.00601002676191461,0.003992591575822216,-0.03099037884002397,0.005890926565773405,-0.011324588872270504,0.015329952440560414,0.009806891253998995,-0.02818914507265481,0.009633003082450247,0.0022874525629891273,-0.01639888116275277,-0.010395244899801863,0.040054956595280695,0.0015406354166503371,-0.018363534680769872,-0.015875685047035883,0.02135351375021074,0.03635203729626118,0.004183641018690244,0.03864850428952635
C,-0.03731528813034178,-0.03731528813034178,0.02287276972549098,0.5309312510853662,-0.06639718493122282,-0.09742413936353336,0.09903422957790387,0.014813382247806026,0.06299350526785953,0.20110480543133108,0.3732964375141238,1.0,0.038893231174173065,0.1814050227332392,-0.09651364719691453,0.16866884171408195,-0.07992999583207333,-0.01658171949130101,0.06594667774320062,-0.027744304027473337,0.023309803188340857,-0.015170635837643337,0.1907910238548453,0.159850836073878,0.023061934780888364,0.039333307351266326,0.0864228759925619,0.038641336416728546,0.10560766736434177,0.00436475907181165,0.03395552234982479,0.0205850685196337,0.017458933257806633,-0.025457066304957376,0.024025592113341647,0.0885857532994506,0.010462590099682124,0.0038065802562177314,0.04435709482125264,0.023533918202955275,0.055343109241942384,-0.02770218294896085,0.12142208645678015,-0.01621773074701802,-0.028029054523172198,0.02577285584121088,-0.08855579745394238,0.014010067984706758,0.01724993221833794,0.07035356796186354,-0.03653650963876277,0.03022675704182725,0.0012794854949357908,0.018913951188097786,0.0075846108618741635,-0.01895437750053164,0.021927517665617888,-0.05027663748560553,0.09651360283190757,-0.028226818468331645,-0.02242333664379564,-0.017454243333485848,-0.09707151385150493,-0.020204947546461283,-0.04518435641110768,0.03835332205249731,0.018850838999890273,-0.08263460900723102,-0.016754781690462565,0.021364165540005052,-0.07564601385516602,-0.025661276506128004,0.033806265213191265,-0.03217248468501615,-0.05196467758288064,-0.054422994046798935,0.022535562250885505,0.02538454008250123,0.03484145289752218,0.04150017212528651
R,0.03179623000834442,0.03179623000834442,-0.03713255255098392,0.02915746123725256,-0.021315847224823388,-0.07684802847130967,-0.005533350645030442,-0.01597136521350136,-0.007468924228380806,0.14246946853239664,0.04129569974043803,0.038893231174173065,1.0,-0.0077635822102343046,-0.07759786657487695,0.05817700129530875,0.06082222391743292,-0.0655189624414737,-0.02097164930145455,-0.04989828025711527,0.00709693474834244,-0.009196494392104518,0.04953064590139229,0.11872228084749357,-0.024239455074355282,0.14119496426533099,0.04467384272447329,-0.004553269284243633,-0.012097488456773966,0.047868083506478594,0.0010223688133058305,0.05029984871454674,-0.009912670545466708,-0.0026859214020209833,0.012249797051602446,0.04428603579300336,0.000708090803816484,-0.02471778935521705,0.0052091013273252,0.0021379455405333802,0.04643508307620629,0.03559414428444808,0.07646457559516291,-0.007665356851782475,-0.038968154899799434,0.051505052809831836,0.025622444767892345,0.06397772708849482,0.006350695654913009,0.013970340638249316,-0.02330434376373571,0.005995123761702002,0.003916219167256466,0.011043325195152717,0.026798650664872237,-0.02383681269803105,-0.01960384621712338,-0.03291835126775206,0.07944727756234446,-0.04124532545863578,-0.02807778670868609,-0.04784803688424731,-0.04947716630932417,-0.01942589293259537,-0.014145125372392377,0.03693946644147992,0.02311338845611092,-0.04101546631211507,0.0010306915216066915,-0.008273398790723216,-0.04634949063016648,-0.006652840051909611,-0.008351354644187205,0.004282704994963033,0.011241216941656059,0.027048252271345864,0.04099467398474723,0.0012176222372809414,0.034036035094388836,0.02417913582622198
Rust,-0.12376796162356953,-0.12376796162356953,0.06378042021372436,0.12819762779774685,-0.022929815251995764,-0.015016571020184407,-0.00012359883555103075,-0.025623927574235365,0.019563523773865166,0.11071784356029618,0.14155046386567027,0.1814050227332392,-0.0077635822102343046,1.0,0.051331676655216034,0.08525590247476143,-0.04456612758162282,-0.057915394615100924,0.02650370403604438,0.035513743206860605,-0.0130280925449046,0.03204264205459284,0.009298522445242445,0.008139420486497037,0.0651374341324898,0.051481891879244915,0.14299154337019432,-0.0210694507190308,0.18828834932310334,0.05319585599314902,0.021123182341643187,-0.035349272763475006,0.0013630722932547019,0.024683711519907107,0.01208557845035739,0.06367929263132471,0.03894402782886845,0.08655718164853014,0.05282319649296212,0.023552137915172328,-0.0069369248535096064,0.09718892262680447,0.07249480011871588,0.04066753845699047,0.0626857814954371,-0.007575732584028739,-0.10586140681066614,-0.042578809350675366,0.029410257967899884,0.036913783312126136,0.02194188448087178,0.026688202249295297,0.013985353479558602,0.0332760930094476,-0.02956905039201911,-0.008690233061192798,-0.0026564228851293993,-0.027634732165290592,0.06325874565455054,-0.0015021378754508715,-0.07156184167458914,0.029223993497300194,0.028284859053642763,-0.01544874420797222,0.008699835599386353,0.022681951657443515,0.05468842550828026,-0.06802065399244422,0.0011977695597610845,0.08667006060009118,-0.08106232606454254,0.013205283443891859,0.0002144003529438215,0.009592106709349669,-0.03437708888716771,0.04699108616976587,0.07388689763435838,0.09656364376836349,-0.0005749807650853765,-0.0005425388922870259
TypeScript,-0.03352003492812358,-0.03352003492812358,0.022844273279513973,-0.0841822537948484,0.2958546719653271,0.3783797636423619,0.027712446187164973,0.036109721293717714,0.05377324610370098,-0.0924199503630486,-0.037753757932404375,-0.09651364719691453,-0.07759786657487695,0.051331676655216034,1.0,0.0031405460320234322,0.09060330991407203,0.14714025890385077,0.04922244666825977,0.38808788858699217,0.0969302355491844,0.01685675854639279,-0.05432169437437787,-0.04090366983859786,0.0681278667621703,-0.02662268516117339,0.010758077079645689,-0.024731908750903735,0.07307047597577768,0.018538233539235647,0.053780936338452295,-0.02668028166020084,0.023638512849173017,-0.025391871999485158,0.003997830876458981,0.0017446179779695304,0.04342595124722751,0.014852046739074067,-0.017377060775682133,0.0022886624509529927,-0.00013206966328248865,0.09906907257063206,0.01982055476399751,0.0968026505135293,0.14323231619019566,0.042566884637344427,0.08979945770049419,-0.02411815965847806,0.15283221111586845,0.0015999583017657101,0.11257492933248987,0.03164685540449264,0.15431971146533993,0.0031344728062192126,0.00618955355691771,0.03047304855732335,0.013957889482885481,0.4159972119938087,-0.009916622224378056,0.12112088063356947,0.06000283019543488,0.2890666410972998,0.34563357132126604,0.19680208377032984,0.01631995694868309,0.0038756996646237374,0.011919986963560149,0.18895472656966414,0.0731620285331209,0.09208507423046386,0.1338880519619627,0.12594920297153034,0.009003374695891153,0.08443148600283296,0.14526419866714385,0.12108072839692155,0.11183021378956444,0.055850927440290264,-0.028847565529592764,0.010294259655214202
Bash/Shell,-0.02376998105555429,-0.02376998105555429,0.07643880584297977,0.11985439921637128,0.07546372791582644,0.041406796065289395,0.033556382087624924,0.069118144311542,0.00046657330105394487,0.23983487351653246,0.12060340015118547,0.16866884171408195,0.05817700129530875,0.08525590247476143,0.0031405460320234322,1.0,0.09380829776649917,-0.12512142080248426,0.11273031154517466,0.130826510105542,0.10754945811277158,0.09534223010357702,0.14934299668351841,0.03011657066040654,0.01745829750005482,0.030673864702728718,0.07982756472039891,-0.029139488669710317,0.16578483196827565,0.05684013702507791,0.012551540402172963,-0.004984885688667778,0.11106067833597535,0.023008561936570932,0.010484357624168078,0.0706498929149706,0.0040282113569375865,0.015467141075476117,0.022963667470966228,0.023777329185746498,0.014080681686173751,0.1511084876966691,0.11928328171214446,0.11263677172638438,0.11334159311753808,0.10750397269628019,-0.11421651536718874,0.03816484817592156,0.05587126047460679,0.12644787273508853,0.07992009640486014,0.02946495793080622,-0.007754168559279595,0.048852077814171245,-0.012469420806629872,0.012159210439416696,0.05140155913944059,-0.05473840746295977,0.12536827023111718,0.0019040256180137183,0.009130317654543122,0.058502685473408395,0.03174209616139674,0.007359926184201218,0.050989443213049955,0.06192117466571338,0.06173317113248917,-0.10457485302525663,0.051372110979742085,0.03049167566132403,-0.11823512764293541,0.023664109534242875,0.04963053521792926,0.047693512353679836,-0.022394088790134593,0.13741013525067744,0.08339043746985594,0.07777883939584526,0.03503162520332719,0.023503179216406662
SQL,-0.008733948742750502,-0.008733948742750502,-0.06805867854437773,-0.10389327834050642,0.23502586119457608,0.21434973880659275,-0.01734143004407461,0.1617130734793196,-0.04122254733592977,0.010636750879162195,-0.018707587765817785,-0.07992999583207333,0.06082222391743292,-0.04456612758162282,0.09060330991407203,0.09380829776649917,1.0,0.21274405342120223,0.06556800108564942,0.1056775851933967,0.1836466220136178,0.03592646029915983,0.043534983944410875,-0.0479150228411606,-0.015825380387905347,-0.03270382516423276,0.008245318684673089,0.01688319112781058,0.01262272520346253,0.027811350132172466,0.01147872744725627,0.11714554147210755,0.030640528176432348,-0.029471814351668242,-0.004513867289619426,-0.004777165586608743,0.025040355749336354,-0.0013146512028652034,-0.013057876960439519,0.02591557751796232,0.024273050684408305,0.119756966280684,0.13018364188082227,0.07978833917711671,0.12628137039238044,0.21097340551165206,0.35002198826049175,0.14871960240179244,0.01803620272250528,0.12711886404787373,0.026118460426949375,0.01822027974033674,-0.007152638781970417,0.019884356439248334,0.05867809964779534,0.08923575624838986,0.06334984413147322,0.10583926177432672,0.048487320362315914,0.06541723335168832,0.23249005214699092,0.0313692119028856,0.03696552343381131,0.09292213464389587,0.043446915653801176,0.04680506221284011,0.016008116081005774,0.20958200500393387,0.07156214588718245,0.01358397687172295,0.23972020153263948,-0.00744999404581033,0.05428546169675438,0.01871439980905637,0.1520488205792905,0.06275068631294749,0.04448491401072779,0.03764044194652802,0.016704259391128108,0.005822750148183987
C#,-0.014286613455595065,-0.014286613455595065,-0.10074416731325546,0.03693015146575053,0.12381331900786532,0.10124571476826644,0.008797729312818765,-0.014296329215517472,-0.018911250645436636,-0.16084171799899652,0.014372918378216509,-0.01658171949130101,-0.0655189624414737,-0.057915394615100924,0.14714025890385077,-0.12512142080248426,0.21274405342120223,1.0,-0.08105702067989312,0.009209782309687988,0.3555072963881402,-0.13543701200594985,-0.03633618081325857,-0.021232603013087974,-0.03857793399738789,-0.029880152234955132,-0.023789838967426216,0.053286376475997564,-0.08996799124225181,-0.07190139658492901,0.029240987466166872,0.153731578038304,-0.04460882004298582,-0.10391321242005273,-0.013768951527491259,-0.03913694802952695,0.12038109542220217,-0.06906760550036632,-0.025877656345520073,0.008561699009548836,0.03703171995832961,-0.17800316137041886,0.020619193709987813,-0.03321032861555286,-0.05407141683307241,-0.03573675755719379,0.5728883086387512,0.03825442768621673,0.008186214865954201,-0.052307951368525604,-0.052616094188604176,0.007008725965514821,0.0011254353831561452,-0.02109334534836721,0.016086918187537606,-0.03267971316200093,-0.010606731836357125,0.198098724950693,-0.09097517399715162,0.011671822948315022,0.16409978142467618,-0.03845730367296171,-0.050031102815086284,0.1393678434280342,-0.13148896582674074,-0.07961441242649323,-0.06124762056835181,0.6706807713326616,-0.08273417215754596,-0.013968913107582201,0.5961823593926275,-0.03299556103483927,-0.00045438247722802606,-0.09028984879428427,0.402927174637815,-0.18157429960383276,-0.0740977873591295,-0.07394527101710897,-0.025262439291540137,-0.013278760554534329
Java,0.006460396051113721,0.006460396051113721,0.06603541796881358,0.06297790986990455,0.002748184665272943,0.05393837823519123,0.0917084893229971,0.005787234102735938,0.0695068602181708,0.08169517126004108,0.05320745960517601,0.06594667774320062,-0.02097164930145455,0.02650370403604438,0.04922244666825977,0.11273031154517466,0.06556800108564942,-0.08105702067989312,1.0,0.09934610050213988,-0.0072052382622062655,-0.03190058031267747,0.068281272311465,0.013912593349803513,0.26368925133755516,-0.005907120630897484,0.020662768274141173,-0.007669683452338783,0.06336657676162026,0.12393534123795641,0.05078700880389538,0.0014610995626531632,0.2170646332620831,0.03479122864987672,0.00815628439052556,0.028801949721077802,-0.010263551083995735,-0.04226355795668814,-0.012703261916116705,-0.008659112494907747,0.0590163507559412,0.05209680391942569,0.06315958924079829,0.0655849401688285,0.017164983157027424,0.11258637180490001,-0.04733791111943983,0.1954220047208512,0.09135566692662228,0.05046334910782601,0.11988775518279883,0.04281626360340931,0.06331019928621046,0.1054922811317984,0.09382933812842847,-0.011796846979998006,0.0032345224308428892,0.09360850352321043,0.01883328932820246,-0.017126218393406133,0.032096178694565304,0.05241758976978608,0.04326996228008941,0.08130820933776048,-0.06788687301099593,0.009890367986683564,-0.003002295583863685,-0.08296772362131785,0.49183973476032017,0.019563063971917476,-0.07505104660101472,0.0039021105271987485,0.037465940664463,-0.006877702319876336,-0.044951389864437086,0.1183505383168515,0.0687548240881142,0.0031264855054763466,0.031809836852919146,0.021219732289060333
Node.js,0.005094184476487165,0.005094184476487165,0.0021946823339406302,-0.03465516260373054,0.3309868152980358,0.43345020032271864,0.046961566106897716,0.1520867529979962,0.05576486740128423,0.023593716629733544,0.0021871916692348097,-0.027744304027473337,-0.04989828025711527,0.035513743206860605,0.38808788858699217,0.130826510105542,0.1056775851933967,0.009209782309687988,0.09934610050213988,1.0,0.06645707459919899,0.06578025217959707,-0.0018583162400725704,-0.038066834734923116,0.0495096900101287,-0.028404802696561406,0.01593369423726253,-0.013280908632770427,0.0984442077197616,0.010850202898215961,0.06816408420087876,-0.02500875726989241,0.05375818963449198,-0.025469889354920453,-0.016715360027374022,0.015135875247836045,0.02079627900691708,0.026777195464085704,0.01938927436507138,0.0029499975743608586,0.008269662356155024,0.15017667161334547,0.07167009912197496,0.10548794963433909,0.1660627755635319,0.15175091423184,-0.01223251194754144,-0.01894736645919693,0.22898795270658318,0.09536045361655779,0.16186496545348916,0.04676862002809195,0.1768347062464894,0.020659427401062087,0.0022115849135688945,0.0953445199979278,0.06961305583905446,0.14130265941223508,0.04176376723859973,0.20034789956444987,0.14519471060877026,0.479891068978292,0.39117393593300276,0.13039179397625345,0.04834992632785145,0.0436312862940986,0.013211329897938419,0.028087258682114227,0.07322279090221337,0.11377496395507039,0.023329569127279143,0.15302583178033433,0.08642824286786094,0.18142283113879798,0.06411415078099046,0.18953619609589753,0.14406046270052425,0.1407720863363986,-0.005984510665888202,0.040798068870572746
PowerShell,-0.014451759556631045,-0.014451759556631045,-0.06615127109020465,0.030210311605319153,0.12424291351819537,0.08052756110162652,-0.0063110076912696505,0.03586878322681908,-0.025363480473113847,0.018776372857782678,0.030427837317107166,0.023309803188340857,0.00709693474834244,-0.0130280925449046,0.0969302355491844,0.10754945811277158,0.1836466220136178,0.3555072963881402,-0.0072052382622062655,0.06645707459919899,1.0,-0.06901928477396212,0.03217611008712866,0.019982851185496562,-0.023266460279541486,-0.018442709303648046,0.0019874757078575077,0.0304185943755939,0.004318000936822783,-0.015206074489394886,-0.005142563361646157,0.16794850412214787,0.03142455838953101,-0.05244007202483547,-0.009270834818719919,-0.011669773434599972,0.07855650039770207,-0.04083620814374198,-0.010959269566342819,0.006319682061047582,0.04001125995515958,-0.07968932348800432,0.06538953279825663,0.037377126192772794,0.010202158020427657,0.028755049450207543,0.35391379125559064,0.07644331381368066,0.028067749132556188,0.020170420475622213,-0.003264229524868897,-7.497914490669029e-05,-0.009338001999007127,-0.004639489236692322,0.04256201055647098,-0.018631698763352286,0.022670383492991858,0.09545576934278831,-0.010158508805075624,0.032520964444795936,0.121969044573762,-0.008441308083349811,-0.03351720842062372,0.08855319338737992,-0.08845570421034397,-0.010135324617514757,-0.01582467721871435,0.32102446112877026,-0.02297757228197947,-0.009431794060425608,0.31179428623784117,-0.007891456934045206,0.022118542832900875,-0.06342005639797928,0.2745693568190229,-0.0747101363311684,-0.036910803931986376,-0.03843031234979992,0.0024676949022327207,-0.015650776885569425
Ruby,0.014031891944343481,0.014031891944343481,0.08762237467909485,-0.05619002140054137,0.07510339040058779,0.11811774410341751,0.03722825471069644,0.022633314017751822,0.03236342706111421,-0.03131106342990721,-0.0022293520045205996,-0.015170635837643337,-0.009196494392104518,0.03204264205459284,0.01685675854639279,0.09534223010357702,0.03592646029915983,-0.13543701200594985,-0.03190058031267747,0.06578025217959707,-0.06901928477396212,1.0,0.03435349620917144,-0.03284600149482128,0.0019967140509271476,-0.012127732347074106,0.03469601706245963,-0.01977357981190164,0.10716871171342988,0.016549069237556592,0.01868970482429281,-0.05477547399870191,0.013376680097443031,0.008987296295730998,0.017962270714951708,0.031249351810849434,-0.01740617363979147,0.1521376701364878,0.09117385028951595,0.08863968881162437,-0.009515763743619144,0.27777653885307746,0.06195273463186152,0.1306878376023991,0.2583124719584602,0.09701384466182032,-0.13808710186128254,-0.04839842073705811,0.02134470783929661,0.047035391407307524,0.04836568447640775,0.006122938699972521,0.018153741826886775,0.009205829494698718,-0.028816778636530156,0.002100834312722131,0.003884350749346527,-0.061541816749060084,0.009850158389073991,0.061427075647832896,0.07040597063426468,0.0289678497905081,0.12468498558516972,0.019272325248598718,0.8013512053682043,0.01895460193638107,-0.02528141099970357,-0.11242256434387345,-0.015865486707856005,0.021960316026984207,-0.11243447629054741,0.06349096003764405,0.020234635416606132,0.28773741151375565,-0.08142459861305294,0.17717714641446422,0.05456524759622931,0.10873734215475019,0.017661012608271395,0.012229670030548197
Perl,-0.015422468840689485,-0.015422468840689485,0.02071764825345533,0.12465218494238031,0.01685689964362804,0.002078623804480448,0.06845968534277828,0.10387728124814528,0.01739569016823013,0.0776817959751175,0.11558585923957766,0.1907910238548453,0.04953064590139229,0.009298522445242445,-0.05432169437437787,0.14934299668351841,0.043534983944410875,-0.03633618081325857,0.068281272311465,-0.0018583162400725704,0.03217611008712866,0.03435349620917144,1.0,0.03970696277884002,-0.00636471750342117,0.0025766068736087847,0.03281323732044789,0.024546920474656,0.06384622950586374,-0.0007537470888997633,-0.01642961223646467,0.022949403115603405,0.024111936728320224,-0.01755961576440106,0.01499728931494329,0.04741884318525182,-0.0008901106091571256,0.005141815703272882,0.015530567846566838,0.005309044321983681,0.0714798254036484,0.027141808202082115,0.09403786556435624,0.040736818189673625,0.01250196135681434,0.0882064207624973,-0.019224349207251655,0.08910951101113755,0.007900366737176196,0.13283073216191635,-0.0041927827384570845,0.027608725383701318,-0.016783257757018246,0.034761871752236606,0.017695264386111537,0.034543600156911936,0.04429204231556241,-0.025967313279480292,0.03453443238671437,-0.01352404749857033,0.052552385683855556,-0.018629178242563674,-0.05691936796228745,0.021304656971279763,0.01781301134859426,0.02278208411381767,-0.013705997512872409,-0.04636988237700814,0.030068719270077492,-0.012639429006409408,-0.025498471335621865,-0.0035819840353961394,0.06345581576693742,-0.02116884406845417,-0.02534071881518908,0.0027458489172686924,0.024165739071103295,0.014395204031111178,0.026742393278566867,0.024782892371082912
Matlab,-0.0006025152524423242,-0.0006025152524423242,-0.020435300285739536,0.16759407631115916,-0.029439616286544214,-0.05230887076881123,-0.005452578608763772,-0.007550589074002635,0.006985558476259506,0.11335125550526856,0.08599276880947036,0.159850836073878,0.11872228084749357,0.008139420486497037,-0.04090366983859786,0.03011657066040654,-0.0479150228411606,-0.021232603013087974,0.013912593349803513,-0.038066834734923116,0.019982851185496562,-0.03284600149482128,0.03970696277884002,1.0,-0.0054150552458173,0.1309165386261463,0.026386149681534965,-0.009054119254385472,-0.011531033472686693,-0.0037658378065810526,0.008548736752507514,0.05366155026165007,-0.0023595924752497954,-0.02299719975872899,0.022368547838635382,0.020087300852003297,-0.005445415626821197,-0.02229519595789374,-0.010131270923597675,0.004202910884318098,0.02312539819293257,-0.03501101893610802,0.027149663469218942,-0.030378892350811197,-0.03644561125420611,0.010512055027473155,-0.022968276078123948,0.020099431159427895,0.029175278628084937,0.004420927983569808,-0.023089006803186925,0.029107274350372917,0.018209024298395955,-0.00929865423822978,-0.006183934161904625,-0.009845700740860962,0.002869950281320272,-0.02831153337426607,0.03804351311397913,-0.028718081454356382,-0.010939986908804388,-0.021224971416084867,-0.0505846380796478,0.001751801921074181,-0.03559667167736013,0.04990927558189752,0.03117679339811109,-0.04719375849954152,-0.009060545957671823,0.007674629437386455,-0.029440567176728372,-0.012687358755646912,0.0038275025797191533,-0.01118350550719281,-0.009865153849818627,-0.042179636003148474,0.01769410280123074,0.019244748437707647,0.02421910449670436,0.03321909036155196
Kotlin,-0.02206919310840166,-0.02206919310840166,0.035429029839842814,-0.010913887126600224,-0.027732350724541756,-0.011376330849035238,0.14355890763368018,-0.002016166500018845,0.21920139826124013,0.024969881735974735,0.018857995703965708,0.023061934780888364,-0.024239455074355282,0.0651374341324898,0.0681278667621703,0.01745829750005482,-0.015825380387905347,-0.03857793399738789,0.26368925133755516,0.0495096900101287,-0.023266460279541486,0.0019967140509271476,-0.00636471750342117,-0.0054150552458173,1.0,0.002427827197800086,0.05145076339534389,-0.004984821464930267,0.03716742426767329,0.03377230346325293,0.0953041821869269,-0.03369823977521492,0.12723324265987257,0.0032971327993613904,0.007606589355546271,0.018541822408495983,0.0027784848088436647,0.01680248054952404,0.01827703937704904,-0.0034200280595844358,0.005565494151384809,0.03180318655591927,0.09317263383957207,0.04983405009945381,0.03623636989079251,0.04706227417757549,-0.06147296948318977,0.007295895541044538,0.05138756249122488,0.00835898015003271,0.0800580414331192,0.0027784848088436708,0.10298619398318826,0.03969780858148277,-0.006764512296753857,-0.0037779590084232495,0.003665580548904417,0.034821514763550776,-0.0018352869011773415,0.008927297800134935,-0.054692082142310326,0.033397290959577663,0.03356755175678793,0.007692793586814574,-0.018759608581315628,0.013522237586897808,-0.00964707254871702,-0.04281101633906652,0.15895193448373574,0.03085784851932483,-0.05181071801045088,0.009469760453059377,-0.0035555899404016325,0.013766389683432745,-0.005820720937324295,0.05544574310412448,0.06918190380835709,0.007019678184559706,-0.008877674711235024,-0.017494145003479192
Julia,0.05268220502710362,0.05268220502710362,0.008925851131433038,0.04651855147152792,-0.0383695548191888,-0.05835662880714457,-0.013011860732324975,-0.013549487615760844,0.0009905251117710715,0.065267853221803,0.0278164608017639,0.039333307351266326,0.14119496426533099,0.051481891879244915,-0.02662268516117339,0.030673864702728718,-0.03270382516423276,-0.029880152234955132,-0.005907120630897484,-0.028404802696561406,-0.018442709303648046,-0.012127732347074106,0.0025766068736087847,0.1309165386261463,0.002427827197800086,1.0,0.0428946757162897,-0.01063961191089188,-0.004584424955540632,0.02951729320543878,0.010388278262308656,-0.006616905133183477,-0.012897448711067636,0.0002862182048531501,0.018770901987669827,0.04263105751593237,0.041863076235462794,0.007813668508345981,0.0006461219920632881,0.00545648397076221,-0.007208678586870379,0.0013217272843282252,0.035144512842444575,-0.011168369721795928,-0.009966557357786666,-0.005405577403105325,-0.03744787077035031,-0.008036326779673897,0.0024995321148866545,-0.019926573747733028,-0.008661281169295777,-0.0013274533370200388,-0.003411510596698174,-0.007583737861770528,-0.0008045172054273401,-0.008815989297438459,0.005542705930795022,-0.0327878595185183,-0.0007404106621884452,-0.0210728247801066,-0.035956093893567805,-0.022292875542668837,-0.021944041500560302,-0.0258460673804223,-0.02092347038711591,-0.0014824212172784956,0.020895448809545768,-0.03971540194477208,-0.01893949487259347,0.009763779038402521,-0.04094666158618516,-0.008073768207634729,-0.008808733383728796,0.008282903475072122,-0.01879893470266539,-0.004173755872754985,0.025884967696770067,0.017003447298347806,0.015065860666356458,-0.00220343974455755
Haskell,-0.011639936488320188,-0.011639936488320193,0.015384643837765444,0.036280322895686334,-0.003567693404778072,-0.002086174460203442,0.0031024804695338436,-0.008445774103398414,0.011700358871768554,0.056438641760652185,0.09172506476044572,0.0864228759925619,0.04467384272447329,0.14299154337019432,0.010758077079645689,0.07982756472039891,0.008245318684673089,-0.023789838967426216,0.020662768274141173,0.01593369423726253,0.0019874757078575077,0.03469601706245963,0.03281323732044789,0.026386149681534965,0.05145076339534389,0.0428946757162897,1.0,-0.013143760069507335,0.06772743981449857,0.06127188024898936,0.008976439507760092,-0.006089046043885692,0.02056865246188261,0.0411415701843179,0.07198465088162749,0.1209655355261173,0.055353907220861864,0.04824409279777457,0.06286071621312404,-0.011121171860830423,0.005758848136466293,0.05692347448320457,0.07046880547878648,0.013305372476987008,0.025604069517357497,0.0008612718874962547,-0.037113074203000466,-0.00683028547035242,0.020650983531626216,0.03715389052679907,0.007309701263057218,0.002604334597263056,0.006531087735269959,0.02097129207574851,-0.007680523955903264,-0.005948176400481753,0.014400665171800775,-0.026364243171293936,0.05100243529728194,-0.0032694704113869137,-0.006978253407158355,0.0007771463492948216,0.03237146446322034,-0.011661634054801638,0.002827536637390031,0.03166061878140208,0.03461811435664676,-0.02916420890716679,-0.00041152143738876614,0.015148919512391263,-0.0373734095270276,0.010754125558169942,0.018019080688884477,0.04120393089766978,-0.02158896310313025,0.022156575113518845,0.025765611095121217,0.04004749351598378,0.007933416952211196,0.02676719352083815
Delphi,-0.02465428035219337,-0.02465428035219337,-0.028195826586923316,0.05432072177748593,-0.02228279968487323,-0.02808407432498314,0.01697694020579607,0.027847536330077464,-0.007405528395705801,-0.03089327152442871,0.03867536126702152,0.038641336416728546,-0.004553269284243633,-0.0210694507190308,-0.024731908750903735,-0.029139488669710317,0.01688319112781058,0.053286376475997564,-0.007669683452338783,-0.013280908632770427,0.0304185943755939,-0.01977357981190164,0.024546920474656,-0.009054119254385472,-0.004984821464930267,-0.01063961191089188,-0.013143760069507335,1.0,-0.008038190739730163,-0.010810012967128134,0.012642953624983537,0.03782071145025613,-0.005035527664673907,-0.011724012532505431,-0.005079360852882868,0.006710351181802285,0.022716696373360847,-0.004054959127687749,-0.010515247660709392,0.006742310143100065,0.069217634621655,-0.04135751625954732,0.043398345604251556,-0.014020545360876761,-0.025327687223557577,0.01604427776693869,0.06536995131179277,0.048919611350871674,-0.008960239522418374,0.03365191108200786,-0.020830892497778107,0.0227166963733608,0.004565764369588741,0.020052591271259645,0.03448941406469932,0.02621211213323407,0.017484947589104047,0.024899747082557655,-0.01256134913536192,-0.021358962407498547,0.025159273755875906,-0.011461609792295732,-0.025410952455193366,0.024899786522658566,-0.018077850751676332,-0.007308842533709394,-0.00027031251140265024,0.012549785921537564,0.0010526633222806355,-0.005844807306405798,0.027493457384196715,-0.019790609878154185,0.051032958357039714,-0.022072053366510063,0.004609926221721627,-0.009999061897578407,-0.020598488063073694,-0.0015026768207480918,-0.009737221994477898,0.031979620930032496
